asset_class,model,metric,your_value,paper_value,pct_diff_vs_paper,abs_diff
Equity Index,A2C,Ave.P/Ave.L,0.9066769157508077,0.962,-5.750840358543898,-0.0553230842491923
Fixed Income,Long,E(R),0.5635613861957729,0.68,-17.123325559445167,-0.11643861380422715
Fixed Income,Long,Std(R),1.0000035522087216,0.975,2.564466893202219,0.025003552208721636
Fixed Income,Long,DD,0.6666710351081101,0.576,15.741499150713567,0.09067103510811014
Fixed Income,Long,Sharpe,0.5635593843152128,0.698,-19.26083319266292,-0.13444061568478716
Fixed Income,Long,Sortino,0.8453365400888962,1.18,-28.36131016195794,-0.3346634599111037
Fixed Income,Long,MDD,2.280054633926356,0.061,3637.7944818464853,2.219054633926356
Fixed Income,Long,Calmar,0.24717012382518877,0.444,-44.331053192525054,-0.19682987617481124
Fixed Income,Long,% +Ret,0.5250110668437362,0.515,1.9438964745118845,0.010011066843736205
Fixed Income,Long,Ave.P/Ave.L,0.9925539947279938,1.054,-5.8297917715375975,-0.06144600527200628
Fixed Income,Sign(R),E(R),-0.2895753553123701,0.214,-235.31558659456545,-0.5035753553123701
Fixed Income,Sign(R),Std(R),1.0043331428440285,0.972,3.326455025105818,0.03233314284402855
Fixed Income,Sign(R),DD,0.7141709134827473,0.592,20.636978628842456,0.12217091348274733
Fixed Income,Sign(R),Sharpe,-0.28832599757921235,0.221,-230.46425229828614,-0.5093259975792124
Fixed Income,Sign(R),Sortino,-0.40547066513843055,0.363,-211.69990775163376,-0.7684706651384305
Fixed Income,Sign(R),MDD,5.489288110664043,0.08,6761.610138330055,5.409288110664043
Fixed Income,Sign(R),Calmar,-0.05275280682568144,0.083,-163.55759858515836,-0.13575280682568144
Fixed Income,Sign(R),% +Ret,0.5130588756086764,0.504,1.7973959541024511,0.009058875608676353
Fixed Income,Sign(R),Ave.P/Ave.L,0.9040796503052819,1.019,-11.277757575536604,-0.11492034969471798
Fixed Income,MACD,E(R),-0.8148933745590703,0.219,-472.0974313055116,-1.0338933745590704
Fixed Income,MACD,Std(R),1.00699378774222,0.967,4.135862227737327,0.039993787742219955
Fixed Income,MACD,DD,0.6955316603091861,0.579,20.12636620193198,0.11653166030918616
Fixed Income,MACD,Sharpe,-0.8092337653702335,0.228,-454.9270900746638,-1.0372337653702335
Fixed Income,MACD,Sortino,-1.171612194039915,0.38,-408.3189984315565,-1.5516121940399148
Fixed Income,MACD,MDD,10.188871154188393,0.065,15575.186391059065,10.123871154188393
Fixed Income,MACD,Calmar,-0.07997876921076658,0.123,-165.02338960224924,-0.20297876921076657
Fixed Income,MACD,% +Ret,0.468348826914564,0.486,-3.6319286184024717,-0.01765117308543601
Fixed Income,MACD,Ave.P/Ave.L,0.9868140437858567,1.101,-10.371113189295485,-0.11418595621414329
Fixed Income,A2C,E(R),0.35033080595789073,0.699,-49.88114363978673,-0.3486691940421092
Fixed Income,A2C,Std(R),0.9993900241198743,0.979,2.082739950957542,0.02039002411987434
Fixed Income,A2C,DD,0.6724897321268174,0.582,15.548063939315712,0.09048973212681743
Fixed Income,A2C,Sharpe,0.35054462972693173,0.714,-50.90411348362301,-0.36345537027306823
Fixed Income,A2C,Sortino,0.520945955338134,1.203,-56.696096813122686,-0.682054044661866
Fixed Income,A2C,MDD,2.4631141606420206,0.067,3576.2897920030155,2.3961141606420204
Fixed Income,A2C,Calmar,0.14223084400869815,0.408,-65.13949901747593,-0.2657691559913018
Fixed Income,A2C,% +Ret,0.5187265917602997,0.517,0.3339635899999335,0.0017265917602996561
Fixed Income,A2C,Ave.P/Ave.L,0.9831311746238769,1.048,-6.189773413752208,-0.06486882537612315
FX,Long,E(R),-0.40664216560695154,-0.344,-18.209931862485924,-0.06264216560695157
FX,Long,Std(R),1.0019018055395612,0.973,2.970380836542778,0.02890180553956123
FX,Long,DD,0.6481309657033801,0.583,11.171692230425416,0.06513096570338017
FX,Long,Sharpe,-0.40587027926150876,-0.353,-14.977416221390591,-0.05287027926150878
FX,Long,Sortino,-0.627407402399985,-0.59,-6.340237694912726,-0.03740740239998508
FX,Long,MDD,5.517767291605988,0.423,1204.4367119635906,5.094767291605988
FX,Long,Calmar,-0.07369686761265991,-0.097,24.023847822000096,0.023303132387340095
FX,Long,% +Ret,0.48875165416850463,0.491,-0.45791157464263904,-0.0022483458314953575
FX,Long,Ave.P/Ave.L,0.9779934383351181,0.979,-0.1028152875262399,-0.0010065616648818887
FX,Sign(R),E(R),-0.9093958830105523,-0.297,-206.19390000355295,-0.6123958830105523
FX,Sign(R),Std(R),1.0040960315364456,0.973,3.195892244239011,0.03109603153644558
FX,Sign(R),DD,0.70407339459922,0.592,18.93131665527366,0.11207339459922006
FX,Sign(R),Sharpe,-0.9056861639210094,-0.306,-195.97587056242136,-0.5996861639210094
FX,Sign(R),Sortino,-1.2916208593966374,-0.502,-157.29499191168074,-0.7896208593966374
FX,Sign(R),MDD,9.092361936073269,0.434,1995.0142709846243,8.65836193607327
FX,Sign(R),Calmar,-0.10001756302755523,-0.111,9.89408736256286,0.010982436972444776
FX,Sign(R),% +Ret,0.4838994265549184,0.499,-3.0261670230624427,-0.015100573445081589
FX,Sign(R),Ave.P/Ave.L,0.9152511558257683,0.954,-4.061723707990737,-0.038748844174231634
FX,MACD,E(R),-1.10686200347433,0.006,-18547.7000579055,-1.11286200347433
FX,MACD,Std(R),1.0068799985263002,0.97,3.8020617037422886,0.036879998526300195
FX,MACD,DD,0.704036668264982,0.582,20.96849970188695,0.12203666826498205
FX,MACD,Sharpe,-1.0992988291498158,0.007,-15804.26898785451,-1.1062988291498157
FX,MACD,Sortino,-1.5721652768485268,0.011,-14392.411607713879,-1.5831652768485267
FX,MACD,MDD,10.746547555726297,0.329,3166.4278284882357,10.417547555726296
FX,MACD,Calmar,-0.10299698556533522,0.002,-5249.849278266761,-0.10499698556533522
FX,MACD,% +Ret,0.46449051610057346,0.493,-5.782856774731549,-0.028509483899426535
FX,MACD,Ave.P/Ave.L,0.9526998760718821,1.029,-7.414978029943422,-0.0763001239281178
FX,A2C,E(R),-0.5100663920349104,0.316,-261.41341520092107,-0.8260663920349105
FX,A2C,Std(R),0.9982368420869026,0.963,3.6590697909556167,0.03523684208690259
FX,A2C,DD,0.647897369761599,0.563,15.079461769378156,0.084897369761599
FX,A2C,Sharpe,-0.510967308087499,0.328,-255.7827158803351,-0.8389673080874991
FX,A2C,Sortino,-0.787264180780044,0.561,-240.33229603922354,-1.3482641807800442
FX,A2C,MDD,5.714296912034821,0.165,3363.210249718073,5.549296912034821
FX,A2C,Calmar,-0.08926144368884034,0.201,-144.40867845215936,-0.2902614436888403
FX,A2C,% +Ret,0.48205128205128206,0.507,-4.920851666413796,-0.024948717948717947
FX,A2C,Ave.P/Ave.L,0.9865813237238448,1.026,-3.841976245239303,-0.03941867627615525
All,Long,E(R),0.1446033627154771,0.055,162.9152049372311,0.08960336271547711
All,Long,Std(R),0.9948004701727512,0.975,2.0308174536155095,0.019800470172751217
All,Long,DD,0.69944988181918,0.598,16.96486318046489,0.10144988181918002
All,Long,Sharpe,0.14535916201403296,0.058,150.61924485178096,0.08735916201403296
All,Long,Sortino,0.2067387049081804,0.092,124.71598359584826,0.11473870490818039
All,Long,MDD,3.936405951280377,0.071,5444.2337341977145,3.8654059512803767
All,Long,Calmar,0.036734870464374396,0.013,182.57592664903385,0.023734870464374398
All,Long,% +Ret,0.5207231040564374,0.52,0.13905847239180474,0.0007231040564373847
All,Long,Ave.P/Ave.L,0.9427300178637148,0.933,1.0428743691012587,0.009730017863714746
All,Sign(R),E(R),-0.441256636994179,0.429,-202.85702494036806,-0.870256636994179
All,Sign(R),Std(R),0.9997406835306941,0.972,2.8539797871084507,0.027740683530694143
All,Sign(R),DD,0.7029000651814012,0.582,20.773207075842144,0.12090006518140128
All,Sign(R),Sharpe,-0.44137109178735495,0.441,-200.08414779758616,-0.882371091787355
All,Sign(R),Sortino,-0.6277658217036891,0.737,-185.17853754459824,-1.364765821703689
All,Sign(R),MDD,5.630114166205354,0.038,14716.08991106672,5.592114166205354
All,Sign(R),Calmar,-0.07837436754707622,0.201,-138.9922226602369,-0.27937436754707623
All,Sign(R),% +Ret,0.49955908289241624,0.51,-2.047238648545837,-0.01044091710758377
All,Sign(R),Ave.P/Ave.L,0.9298385180643551,1.031,-9.81197690937389,-0.10116148193564478
All,MACD,E(R),-1.1607106806844014,0.089,-1404.1693041397768,-1.2497106806844014
All,MACD,Std(R),0.99498783825512,0.978,1.736997776597144,0.01698783825512007
All,MACD,DD,0.6911056221399483,0.582,18.746670470781503,0.10910562213994834
All,MACD,Sharpe,-1.1665576563427191,0.091,-1381.9314904865046,-1.257557656342719
All,MACD,Sortino,-1.6794982467229278,0.153,-1197.7112723679268,-1.8324982467229278
All,MACD,MDD,11.204943968363581,0.008,139961.7996045448,11.196943968363582
All,MACD,Calmar,-0.10358915528373826,0.035,-395.969015096395,-0.13858915528373827
All,MACD,% +Ret,0.46825396825396826,0.493,-5.01947905599021,-0.024746031746031738
All,MACD,Ave.P/Ave.L,0.9322363400536243,1.043,-10.619718115664009,-0.1107636599463756
All,A2C,E(R),0.07717356308129492,1.024,-92.4635192303423,-0.9468264369187052
All,A2C,Std(R),0.9904144245245297,0.975,1.58096661790048,0.01541442452452968
All,A2C,DD,0.6956390666416655,0.573,21.402978471494865,0.12263906664166557
All,A2C,Sharpe,0.07792047568202956,1.05,-92.57900231599719,-0.9720795243179705
All,A2C,Sortino,0.11093908721065003,1.785,-93.7849250862381,-1.67406091278935
All,A2C,MDD,3.698536821862695,0.007,52736.24031232421,3.691536821862695
All,A2C,Calmar,0.02086597127412888,0.685,-96.95387280669651,-0.6641340287258711
All,A2C,% +Ret,0.5242311276794035,0.538,-2.559269948066271,-0.013768872320596537
All,A2C,Ave.P/Ave.L,0.9192740363256344,1.021,-9.963365687988784,-0.10172596367436548
